Essay ID,Essay Set,Word count limit ratio,Long sentences,Voice,Tense,Spell errors,Grammatical Errors,SS Essay,SS Topic Essay,Vocabulary,Word Count,Sentence Count,Score
903,1,0.35,0.4,0.960784314,0.492957746,0.006153846,0.003076923,1.413328373,1.014827318,0.166,325,20,8
904,1,0.302,0.733333333,1,0.688311688,0.048710602,0.025787966,0.94131558,0.810710479,0.24,349,15,8
905,1,0.632,0.777777778,1,0.6,0.027173913,0.038043478,1.281603765,1.041499831,0.116,184,9,6
906,1,0.02,0.466666667,0.982142857,0.574074074,0.028571429,0.014285714,1.259526055,1.15035012,0.32,490,30,11
907,1,0.294,0.631578947,0.95,0.453333333,0.028328612,0.011331445,1.235804253,1.085162011,0.238,353,19,9
908,1,0.014,0.615384615,0.962264151,0.448979592,0.078895464,0.039447732,1.126806104,1.112539244,0.364,507,26,10
909,1,0.094,0.303030303,1,0.602739726,0.050772627,0.013245033,0.927894236,1.03401218,0.354,453,33,10
910,1,0.168,0.608695652,0.98,0.548780488,0.016826923,0.036057692,1.290536366,0.97784112,0.282,416,23,8
911,1,0.568,0.4,1,0.571428571,0.046296296,0.041666667,1.036142369,0.8968852,0.132,216,15,8
912,1,0.084,0.470588235,0.971014493,0.730769231,0.016605166,0.02398524,1.366175251,1.456713262,0.3,542,34,10
913,1,0.162,0.5625,0.943661972,0.581967213,0.022375215,0.005163511,1.43958509,1.40649918,0.412,581,32,10
914,1,0.242,0.65,0.980392157,0.554347826,0.002638522,0.013192612,1.265097738,1.028541113,0.2,379,20,9
915,1,0.006,0.448275862,0.923076923,0.566037736,0.029821074,0.033797217,1.369244272,1.249556188,0.328,503,29,10
916,1,0.056,0.405405405,0.954545455,0.618556701,0.034090909,0.017045455,1.41613828,1.337744671,0.378,528,37,11
917,1,0.618,0.777777778,1,0.64516129,0.020942408,0.005235602,1.678054182,1.116732805,0.08,191,9,6
918,1,0.338,0.4,0.976470588,0.398550725,0.013452915,0.016442451,1.240825033,1.196436541,0.412,669,40,10
919,1,0.216,0.545454545,1,0.554054054,0.007653061,0.015306122,1.035569913,1.037630793,0.252,392,22,11
920,1,0.156,0.419354839,0.962264151,0.734693878,0.018957346,0.014218009,1.60039403,1.181254506,0.244,422,31,8
921,1,0.494,0.15,0.939393939,0.509803922,0.007905138,0.007905138,0.982715179,0.994466074,0.188,253,20,8
922,1,0.328,0.5,0.96,0.538461538,0.032738095,0.008928571,1.16690863,0.994572552,0.234,336,22,8
923,1,0.598,0.3125,0.956521739,0.586956522,0.034825871,0.014925373,1.032150705,0.832353418,0.148,201,16,6
924,1,0.132,0.705882353,0.980392157,0.527472527,0.055299539,0.016129032,1.801397058,1.304229162,0.174,434,17,8
925,1,0.538,0.333333333,1,0.705882353,0.034632035,0.008658009,0.953016489,0.819735375,0.16,231,18,7
926,1,0.57,0.333333333,1,0.75,0.013953488,0.065116279,0.840640413,0.939531911,0.152,215,15,7
927,1,0.486,0.388888889,1,0.65,0.062256809,0.015564202,1.157523506,1.061140616,0.182,257,18,7
928,1,0.296,0.275862069,1,0.611940299,0.017045455,0.025568182,1.187986499,1.041285641,0.244,352,29,10
929,1,0.162,0.179487179,0.981481481,0.469879518,0.00477327,0.014319809,1.15434107,1.008899243,0.26,419,39,10
930,1,0.466,0.315789474,0.967741935,0.62745098,0.018726592,0.02247191,1.006029182,1.016602058,0.176,267,19,8
931,1,0.43,0.421052632,1,0.729166667,0.021052632,0.010526316,1.160962737,1.176114784,0.184,285,19,8
932,1,0.218,0.53125,1,0.555555556,0.044334975,0.022988506,1.127870598,0.96158599,0.436,609,32,12
933,1,0.532,0.294117647,0.939393939,0.72,0.012820513,0.038461538,1.004632394,0.843095127,0.158,234,17,8
934,1,0.3,0.304347826,0.934782609,0.475609756,0.028571429,0.022857143,1.092766335,1.155933428,0.236,350,23,8
935,1,0.05,0.6,0.951612903,0.621359223,0.029473684,0.012631579,1.145189262,1.04548121,0.33,475,25,9
936,1,0.556,0.777777778,0.962962963,0.477272727,0.018018018,0.018018018,0.713013687,0.741065004,0.168,222,9,7
937,1,0.028,0.80952381,1,0.621212121,0.022633745,0.024691358,0.964713626,1.029203092,0.392,486,21,11
938,1,0.056,0.5,0.94,0.588235294,0.036016949,0.002118644,0.923527181,0.941222941,0.378,472,28,11
939,1,0.63,1,1,0.6,0.016216216,0.043243243,1.125593601,0.858137421,0.114,185,8,6
940,1,0.232,0.533333333,0.98245614,0.577777778,0.026041667,0.028645833,1.313899477,0.84643138,0.186,384,15,8
941,1,0.158,0.272727273,0.93220339,0.595505618,0.004750594,0.054631829,1.143326909,1.057818814,0.328,421,33,12
942,1,0.104,0.4,0.982142857,0.737373737,0.026785714,0.029017857,1.466802076,1.098150127,0.266,448,30,9
943,1,0.27,0.476190476,0.973684211,0.535211268,0.024657534,0.008219178,1.114553677,0.987766772,0.25,365,21,9
944,1,0.478,0.7,1,0.530612245,0.057471264,0.01532567,0.936595805,0.872532455,0.172,261,10,8
945,1,0.46,0.16,1,0.5,0.025925926,0.014814815,1.308541766,1.075101,0.12,270,25,8
946,1,0.16,0.35483871,1,0.368421053,0.021428571,0.016666667,1.287006103,0.978850033,0.254,420,31,8
947,1,0.13,0.277777778,0.981818182,0.530864198,0.013793103,0.043678161,1.283182095,0.980647665,0.304,435,36,10
948,1,0.118,0.666666667,0.980392157,0.453488372,0.027210884,0.013605442,1.134082174,1.037321316,0.288,441,24,9
949,1,0.296,0.416666667,0.962962963,0.609195402,0.0625,0.011363636,1.163353351,0.998497852,0.234,352,24,8
950,1,0.104,0.444444444,1,0.535714286,0.024553571,0.008928571,1.142741985,1.078269279,0.288,448,27,10
951,1,0.086,0.481481481,0.961538462,0.57,0.013129103,0.004376368,1.4340263,1.193799365,0.224,457,27,7
952,1,0.178,0.44,0.884615385,0.633928571,0.02676399,0.01216545,1.175859012,1.03093942,0.256,411,25,8
953,1,0.166,0.5,0.977272727,0.536585366,0.011990408,0.019184652,1.187807929,1.07523787,0.324,417,26,12
954,1,0.006,0.761904762,0.833333333,0.52173913,0.028169014,0.028169014,1.324819178,1.217199241,0.358,497,21,10
955,1,0.328,0.347826087,0.974358974,0.430232558,0.005952381,0.017857143,1.367237549,1.132469613,0.216,336,23,8
956,1,0.262,0.25,1,0.573333333,0.043360434,0.021680217,1.334165339,1.18093468,0.202,369,32,9
957,1,0.198,0.47826087,0.979591837,0.385714286,0.029925187,0.017456359,1.112486055,0.949221319,0.26,401,23,9
958,1,0.462,0.5,1,0.661016949,0.011152416,0.011152416,1.377038547,0.875659739,0.152,269,18,8
959,1,0.218,0.347826087,0.971428571,0.545454545,0.017902813,0.015345269,0.913245671,0.810758853,0.306,391,23,9
960,1,0.552,0.583333333,1,0.581395349,0.147321429,0.035714286,1.123371257,0.856978828,0.158,224,12,7
961,1,0.266,0.392857143,0.954545455,0.463414634,0.029972752,0.021798365,1.037117148,0.942783508,0.248,367,28,8
962,1,0.16,0.392857143,0.983333333,0.44047619,0.04047619,0.021428571,1.250984582,1.031461992,0.28,420,28,9
963,1,0.446,0.583333333,0.9375,0.517857143,0.039711191,0.010830325,0.906225786,0.889768609,0.164,277,12,8
964,1,0.036,0.484848485,0.983333333,0.476190476,0.036679537,0.00965251,1.29208124,1.26098564,0.346,518,33,11
965,1,0.318,0.578947368,1,0.485714286,0.049853372,0.020527859,0.944932794,0.933666059,0.228,341,19,7
966,1,0.544,0.4,0.96,0.642857143,0.021929825,0.00877193,1.007079042,0.876343827,0.18,228,15,7
967,1,0.146,0.333333333,0.964912281,0.517241379,0.030444965,0.035128806,1.190791148,1.147404926,0.3,427,33,11
968,1,0.322,0.428571429,1,0.603448276,0.020648968,0.005899705,0.970159435,0.857047347,0.252,339,21,9
969,1,0.466,0.208333333,0.947368421,0.75,0.029962547,0.052434457,1.121447631,1.032742301,0.172,267,24,8
970,1,0.264,0.727272727,0.98245614,0.486486486,0.036392405,0.003164557,0.925256254,1.012746283,0.526,632,33,11
971,1,0.33,0.333333333,1,0.442857143,0.044776119,0.026865672,1.364192332,1.163649781,0.224,335,24,9
972,1,0.022,0.653846154,1,0.648648649,0.018404908,0.026584867,1.807231254,1.334127557,0.174,489,26,8
973,1,0.54,0.277777778,0.96,0.673076923,0.008695652,0.013043478,1.215075858,0.954609517,0.126,230,18,6
974,1,0.894,0.666666667,1,0.6,0.056603774,0,0.691600544,0.304521109,0.038,53,3,2
975,1,0.48,0.533333333,0.931034483,0.511627907,0.019230769,0.003846154,1.217478488,1.063021391,0.19,260,15,8
976,1,0.328,0.529411765,1,0.685714286,0.035714286,0.014880952,1.234519676,0.986697694,0.206,336,17,8
977,1,0.496,0.217391304,1,0.647058824,0.067460317,0.01984127,1.148358944,1.137066463,0.146,252,23,7
978,1,0.506,0.833333333,0.931034483,0.603773585,0.052631579,0.028340081,0.916341565,0.756670453,0.158,247,12,8
979,1,0.034,0.238095238,1,0.455445545,0.00621118,0.033126294,1.214335635,1.18937601,0.318,483,42,10
980,1,0.018,0.371428571,0.98245614,0.436893204,0.057026477,0.022403259,1.0795281,1.091889707,0.326,491,35,10
981,1,0.394,0.714285714,0.886363636,0.611111111,0.03960396,0.01650165,1.497629171,1.068169922,0.186,303,14,8
982,1,0.4,0.714285714,1,0.50877193,0.02,0.033333333,1.044264818,0.867899767,0.198,300,14,8
983,1,0.198,0.388888889,0.986666667,0.457364341,0.021702838,0.010016694,1.747102183,1.395412436,0.276,599,36,8
984,1,0.378,0.137931034,0.955555556,0.655737705,0.032154341,0.009646302,1.106913173,1.002935339,0.208,311,29,8
985,1,0.198,0.333333333,0.931818182,0.644736842,0.032418953,0.029925187,1.242419758,1.031232739,0.246,401,27,9
986,1,0.174,0.390243902,1,0.610687023,0.017035775,0.010221465,1.362987609,1.320806075,0.31,587,41,11
987,1,0.338,0.347826087,1,0.657894737,0.048338369,0.033232628,1.142020319,1.0076101,0.244,331,23,8
988,1,0.398,0.380952381,1,0.633802817,0.023255814,0.019933555,1.125023947,0.968830576,0.176,301,21,8
989,1,0.242,0.619047619,0.945945946,0.52238806,0.063324538,0.018469657,1.061898913,0.991479147,0.308,379,21,9
990,1,0.356,0.1875,0.9375,0.693333333,0.031055901,0.01552795,1.277343289,0.990775054,0.204,322,32,8
991,1,0.68,0.75,1,0.71875,0.01875,0.01875,1.16334979,0.996418747,0.112,160,8,6
992,1,0.798,0.75,1,0.523809524,0,0,0.969490042,0.517807142,0.074,101,4,5
993,1,0.408,0.12,0.975,0.582089552,0.02027027,0.02027027,1.594298082,1.190174947,0.174,296,25,9
994,1,0.21,0.777777778,1,0.555555556,0.015189873,0.02278481,1.246965368,0.95105657,0.236,395,18,9
995,1,0.748,1,1,0.586206897,0.095238095,0.015873016,0.734601161,0.559897423,0.096,126,5,4
996,1,0.318,0.6,1,0.551724138,0.014662757,0.038123167,1.52759026,1.00819672,0.168,341,15,7
997,1,0.092,0.481481481,0.98,0.5875,0.04185022,0.017621145,1.154869121,0.977781307,0.324,454,27,10
998,1,0.044,0.466666667,0.944444444,0.448275862,0.041841004,0.012552301,1.321791351,1.111473771,0.314,478,30,9
999,1,0.172,0.472222222,0.867924528,0.508474576,0.020477816,0.006825939,1.267232497,1.267327916,0.418,586,36,12
1000,1,0.456,0.634146341,0.885245902,0.442028986,0.009615385,0.012362637,1.384899712,1.2766685,0.494,728,41,12
1001,1,0.334,0.458333333,0.978723404,0.516129032,0.039039039,0.03003003,1.18951752,1.055119095,0.198,333,24,8
1002,1,0.318,0.222222222,0.98,0.627906977,0.032258065,0.017595308,1.578627702,1.030288903,0.204,341,27,8
1003,1,0.264,0.571428571,1,0.526315789,0.019021739,0.005434783,1.463696199,1.151851751,0.192,368,21,9
1004,1,0.664,0.833333333,1,0.657142857,0.047619048,0.011904762,0.87650311,0.746064745,0.14,168,6,6
1005,1,0.504,0.086956522,1,0.642857143,0.040322581,0.032258065,1.243178979,1.098557303,0.17,248,23,9
1006,1,0.13,0.322580645,0.963636364,0.432989691,0.013793103,0.013793103,1.281357089,1.113525622,0.296,435,31,8
1007,1,0.264,0.481481481,0.928571429,0.493333333,0.024456522,0.005434783,0.99855262,0.939960315,0.274,368,27,10
1008,1,0.006,0.8,1,0.603305785,0.013916501,0.02584493,1.420710454,0.912725258,0.252,503,15,10
1009,1,0.144,0.259259259,0.966666667,0.385416667,0.028037383,0.01635514,1.131065325,0.869968063,0.246,428,27,8
1010,1,0.47,0.833333333,0.966666667,0.511627907,0.094339623,0,1.198745687,0.946360748,0.146,265,6,8
1011,1,0.182,0.481481481,0.977777778,0.686046512,0.02200489,0.029339853,1.262037316,1.276062049,0.276,409,27,8
1012,1,0.288,0.114285714,0.982758621,0.602739726,0.050561798,0.011235955,1.06796519,0.979295673,0.248,356,35,9
1013,1,0.324,0.578947368,1,0.552238806,0.026627219,0.014792899,1.567427697,1.085423526,0.138,338,19,7
1014,1,0.318,0.185185185,0.978723404,0.704225352,0.029325513,0.020527859,0.905551889,1.014774187,0.242,341,27,8
1015,1,0.008,0.333333333,1,0.468468468,0.029761905,0.011904762,0.982292469,1.020669816,0.3,504,36,10
1016,1,0.454,0.35,1,0.535714286,0.032967033,0.021978022,1.09243952,0.864742221,0.16,273,20,8
1017,1,0.286,0.44,1,0.528571429,0.014005602,0.022408964,1.292972171,1.054152237,0.156,357,25,8
1018,1,0.004,0.5,0.944444444,0.564356436,0.020080321,0.026104418,1.143597605,1.167148138,0.422,498,32,10
1019,1,0.25,0.541666667,0.975,0.441558442,0.024,0.024,0.907513973,0.915936545,0.274,375,24,10
1020,1,0.476,0.666666667,1,0.8125,0.038167939,0.053435115,0.867003412,0.928032692,0.178,262,12,8
1021,1,0.122,0.5,1,0.602272727,0.020501139,0.006833713,1.156654278,1.104000156,0.262,439,22,9
1022,1,0.222,0.6,0.971014493,0.637096774,0.037643208,0.018003273,1.225287745,1.311983082,0.398,611,35,11
1023,1,0.448,0.529411765,1,0.528571429,0.02173913,0.018115942,0.993839816,0.830465537,0.166,276,17,8
1024,1,0.156,0.24137931,0.931034483,0.47,0.04028436,0.035545024,1.221874028,0.952626641,0.278,422,29,9
1025,1,0.336,0.411764706,1,0.606060606,0.018072289,0.009036145,1.005401651,1.1398746,0.236,332,17,8
1026,1,0.17,0.189189189,0.925925926,0.488888889,0.01686747,0.021686747,1.025745427,0.918321802,0.28,415,37,10
1027,1,0.3,0.172413793,0.98245614,0.573170732,0.054285714,0.037142857,0.899725426,0.87909878,0.212,350,29,8
1028,1,0.118,0.394736842,0.984615385,0.494949495,0.017889088,0.001788909,1.288766335,1.290484581,0.316,559,38,10
1029,1,0.09,0.565217391,0.962264151,0.464285714,0.026373626,0.010989011,1.022696296,1.045125807,0.314,455,23,10
1030,1,0.606,0.545454545,0.96,0.631578947,0.020304569,0.010152284,1.062691557,0.804524625,0.132,197,11,8
1031,1,0.082,0.518518519,1,0.489583333,0.021786492,0.002178649,1.178999821,1.20381867,0.262,459,27,9
1032,1,0.128,0.652173913,0.959183673,0.694117647,0.020642202,0.016055046,1.011760831,0.948556712,0.328,436,23,8
1033,1,0.092,0.128205128,0.880952381,0.5,0.059471366,0.008810573,1.09365875,1.124212478,0.368,454,39,10
1034,1,0.104,0.6875,0.936507937,0.559139785,0.042410714,0.015625,1.160700446,1.084633461,0.256,448,16,8
1035,1,0.57,0.4,1,0.617647059,0.023255814,0.004651163,0.676962483,0.770494949,0.208,215,15,8
1036,1,0.286,0.4,0.979166667,0.595238095,0.016806723,0.030812325,1.140029571,1.038306201,0.272,357,25,9
1037,1,0.518,0.75,1,0.6,0.037344398,0.01659751,1.148651344,0.769787726,0.178,241,8,8
1038,1,0.116,0.441176471,0.961538462,0.479591837,0.007168459,0.012544803,1.332902234,1.26974132,0.348,558,34,11
1039,1,0.246,0.4,0.983333333,0.542168675,0.034482759,0.018567639,1.23965261,0.957790536,0.188,377,25,8
1040,1,0.72,0.25,1,0.689655172,0.042857143,0,0.98555751,0.808361812,0.102,140,12,6
1041,1,0.352,1,1,0.508196721,0.024691358,0.030864198,1.165719474,0.770538434,0.13,324,4,6
1042,1,0.322,0.666666667,1,0.694444444,0.032448378,0.008849558,1.230116491,1.084047825,0.218,339,18,8
1043,1,0.138,0.482758621,0.953846154,0.433628319,0.0456942,0.015817223,1.082978247,1.123778317,0.344,569,29,9
1044,1,0.482,0.272727273,1,0.560606061,0.023166023,0.023166023,0.955058889,0.809186288,0.18,259,22,7
1045,1,0.302,0.178571429,0.98,0.5,0.074498567,0.037249284,1.141803718,0.941834878,0.274,349,28,9
1046,1,0.336,0.193548387,0.977272727,0.491525424,0.057228916,0.018072289,1.217167606,0.912558506,0.234,332,31,9
1047,1,0.09,0.393939394,0.962962963,0.595744681,0.026373626,0.010989011,1.172048718,1.048092749,0.366,455,33,11
1048,1,0.016,0.255813953,0.971428571,0.583333333,0.011811024,0.005905512,1.257513094,1.03508561,0.332,508,43,10
1049,1,0.134,0.72,0.984615385,0.549180328,0.038800705,0.021164021,1.142425215,1.102224498,0.338,567,25,10
1050,1,0.076,0.483870968,0.965517241,0.495412844,0.027881041,0.027881041,1.170678468,1.170031158,0.422,538,31,11
1051,1,0.412,0.769230769,0.977777778,0.46969697,0.027210884,0.006802721,1.223973491,1.073453507,0.148,294,13,7
1052,1,0.214,0.47826087,1,0.5,0.005089059,0.022900763,1.257952737,0.960275427,0.23,393,23,9
1053,1,0.21,0.285714286,0.954545455,0.576923077,0.058227848,0.020253165,1.349390264,1.180010449,0.22,395,28,9
1054,1,0.486,0.227272727,0.961538462,0.5,0.046692607,0.011673152,0.872469297,0.75220898,0.228,257,22,8
1055,1,0.264,0.380952381,0.975,0.506666667,0.016304348,0.002717391,1.04572455,0.853643837,0.264,368,21,8
1056,1,0.598,0.111111111,1,0.6,0.019900498,0.034825871,0.897820187,0.836438285,0.17,201,18,6
1057,1,0.008,0.405405405,0.973333333,0.544715447,0.009920635,0.003968254,1.233741582,0.897806705,0.284,504,37,10
1058,1,0.28,0.523809524,0.979591837,0.525641026,0.061111111,0.011111111,1.487297663,1.121272973,0.182,360,21,8
1059,1,0.51,0.875,1,0.5,0.048979592,0.008163265,1.086071256,1.025214539,0.136,245,8,8
1060,1,0.462,0.529411765,0.965517241,0.549019608,0.014869888,0.011152416,1.126495791,0.989591847,0.156,269,17,8
1061,1,0.214,0.36,0.933333333,0.643678161,0.03307888,0.058524173,1.038302364,0.964157441,0.2,393,25,8
1062,1,0.304,0.37037037,0.981132075,0.565789474,0.002873563,0.051724138,1.379710041,0.985548078,0.194,348,27,10
1063,1,0.082,0.516129032,0.944444444,0.423913043,0.041394336,0.026143791,1.033908455,0.886249467,0.34,459,31,10
1064,1,0.098,0.448275862,0.952380952,0.426829268,0.050997783,0.022172949,1.227390159,1.142750349,0.342,451,29,9
1065,1,0.592,0.538461538,0.96969697,0.659574468,0.044117647,0.044117647,1.24779977,0.805778563,0.102,204,13,7
1066,1,0.072,0.5,0.961538462,0.589473684,0.058189655,0.025862069,1.260700619,0.947893465,0.362,464,28,9
1067,1,0.312,0.117647059,0.961538462,0.544117647,0.049418605,0.014534884,1.175513772,0.912878323,0.212,344,34,9
1068,1,0.05,0.4375,1,0.580357143,0.032380952,0.022857143,1.337158723,1.111812144,0.29,525,32,9
1069,1,0.184,0.684210526,0.979166667,0.545454545,0.014705882,0.022058824,1.318597367,1.239092655,0.26,408,19,10
1070,1,0.482,0.545454545,1,0.56,0.019305019,0.011583012,1.417548254,0.848844331,0.146,259,11,7
1071,1,0.498,0.714285714,0.962962963,0.525423729,0.039840637,0.015936255,1.007653001,0.951476819,0.178,251,14,8
1072,1,0.356,0.454545455,1,0.514285714,0.043478261,0.01863354,1.225512043,0.995788306,0.184,322,22,8
1073,1,0.292,0.55,1,0.648648649,0.016949153,0.028248588,1.136622911,1.098485772,0.196,354,20,8
1074,1,0.224,0.44,1,0.609756098,0.085051546,0.010309278,1.248782272,0.949322469,0.26,388,25,8
1075,1,0.348,0.4,1,0.520547945,0.012269939,0.015337423,1.146074194,1.065946213,0.228,326,20,8
1076,1,0.02,0.518518519,0.944444444,0.5,0.017647059,0.009803922,1.197474599,1.233677199,0.362,510,27,10
1077,1,0.214,0.692307692,1,0.456790123,0.038167939,0.022900763,1.199605569,0.872373769,0.232,393,13,8
1078,1,0.354,0.463414634,0.987179487,0.360902256,0.029542097,0.014771049,1.38674756,1.227409827,0.438,677,41,12
1079,1,0.41,0.727272727,1,0.561403509,0.030508475,0.016949153,1.030299686,0.926477224,0.192,295,11,8
1080,1,0.316,0.409090909,1,0.573770492,0.052631579,0.026315789,1.658229761,1.041234956,0.168,342,22,8
1081,1,0.61,0.052631579,0.964285714,0.785714286,0.015384615,0.005128205,1.155009153,1.010055508,0.162,195,19,7
1082,1,0.346,0.391304348,0.981132075,0.6375,0.024464832,0.039755352,1.115994641,0.736570483,0.174,327,23,9
1083,1,0.468,0.181818182,0.967741935,0.563636364,0.041353383,0.011278195,0.882318818,0.873733967,0.168,266,22,7
1084,1,0.328,0.642857143,0.975,0.567164179,0.035714286,0.014880952,1.324106601,1.048650337,0.234,336,14,9
1085,1,0.318,0.6875,0.972222222,0.449275362,0.029325513,0.008797654,1.385122597,1.155877908,0.204,341,16,10
1086,1,0.178,0.44,0.981818182,0.605769231,0.01946472,0.00486618,1.187939726,0.986112975,0.25,411,25,8
1087,1,0.026,0.482758621,0.888888889,0.480769231,0.072124756,0.038986355,1.100978851,1.031144996,0.39,513,29,11
1088,1,0.192,0.3,1,0.555555556,0.017326733,0.00990099,1.01500219,0.956397354,0.25,404,30,8
1089,1,0.288,0.346153846,0.977272727,0.52,0.019662921,0.008426966,1.280234399,0.982578736,0.242,356,26,8
1090,1,0.53,0.416666667,1,0.636363636,0.063829787,0.017021277,1.596168502,0.974855627,0.13,235,12,6
1091,1,0.088,0.297297297,0.98630137,0.53271028,0.016544118,0.009191176,1.238445511,1.156254267,0.336,544,37,10
1092,1,0.132,0.2,0.948717949,0.5,0.020737327,0.020737327,1.166797814,1.031120107,0.294,434,35,10
1093,1,0.52,0.352941176,1,0.74,0.0125,0.008333333,1.093878751,0.936780102,0.182,240,17,8
1094,1,0.46,0.166666667,0.974358974,0.646153846,0.011111111,0.011111111,1.195236285,1.198483038,0.236,270,24,8
1095,1,0.458,0.333333333,1,0.647058824,0.062730627,0.025830258,1.084250821,0.850460804,0.214,271,18,8
1096,1,0.76,0.5,1,0.653846154,0.083333333,0.025,0.612787213,0.431358767,0.064,120,4,4
1097,1,0.198,0.434782609,1,0.534883721,0.014962594,0.012468828,0.987735373,0.968440018,0.258,401,23,10
1098,1,0.264,0.21875,0.911111111,0.579710145,0.02173913,0.027173913,0.998288167,1.010727385,0.254,368,32,9
1099,1,0.338,0.55,1,0.542168675,0.03021148,0.024169184,1.357575754,1.116640641,0.2,331,20,8
1100,1,0.44,0.615384615,1,0.548387097,0.042857143,0.028571429,1.393293579,1.110758754,0.22,280,13,9
1101,1,0.608,0.888888889,1,0.666666667,0.163265306,0.040816327,1.124938469,0.639164039,0.15,196,9,8
1102,1,0.396,0.647058824,1,0.689655172,0.099337748,0.013245033,1.130473176,0.823911875,0.21,302,17,8
1103,1,0.65,0.8,0.944444444,0.463414634,0.131428571,0.005714286,0.574578603,0.541918292,0.16,175,5,6
1104,1,0.398,0.555555556,0.985714286,0.735294118,0.034334764,0.005722461,1.139390475,1.117004686,0.48,699,36,10
1105,1,0.262,0.307692308,1,0.424242424,0.032520325,0.010840108,0.971582871,1.004111392,0.25,369,26,9
1106,1,0.048,0.666666667,1,0.543209877,0.071428571,0.012605042,1.189862203,1.033434012,0.356,476,24,9
1107,1,0.852,0.4,1,0.466666667,0.040540541,0.013513514,1.105035441,0.568027634,0.042,74,5,4
1108,1,0.116,0.210526316,0.958333333,0.539473684,0.009049774,0.004524887,1.048668237,1.076584525,0.262,442,38,9
1109,1,0.456,0.153846154,0.96875,0.392857143,0.025735294,0.003676471,0.890606758,0.924712535,0.208,272,26,8
1110,1,0.462,0.470588235,0.971428571,0.561403509,0.044609665,0.014869888,0.964356888,0.916364974,0.162,269,17,8
1111,1,0.102,0.730769231,0.981481481,0.579439252,0.016333938,0.00907441,1.429046943,1.222011511,0.312,551,26,11
1112,1,0.402,0.714285714,1,0.559322034,0.030100334,0.013377926,1.178823571,1.03779321,0.15,299,14,8
1113,1,0.116,0.5,0.984126984,0.579439252,0.075268817,0.02688172,1.14311964,1.124694755,0.324,558,26,10
1114,1,0.164,0.366666667,1,0.653333333,0.050239234,0.038277512,1.088093332,0.929264182,0.256,418,30,10
1115,1,0.312,0.25,0.933333333,0.52,0.040697674,0.049418605,1.048686507,0.923400979,0.256,344,28,9
1116,1,0.42,0.533333333,0.970588235,0.677419355,0.051724138,0.04137931,1.17016607,0.887965704,0.192,290,15,8
1117,1,0.342,0.714285714,0.97826087,0.671232877,0.164133739,0.051671733,1.246936872,1.123320934,0.228,329,14,7
1118,1,0.3,0.205882353,1,0.540229885,0.014285714,0.045714286,1.215135308,0.890153964,0.212,350,34,8
1119,1,0.348,0.55,0.942857143,0.614035088,0.015337423,0.009202454,1.011338075,1.072559092,0.236,326,20,9
1120,1,0.216,0.128205128,0.97826087,0.423076923,0.022959184,0.038265306,0.836266424,0.853570129,0.266,392,39,8
1121,1,0.946,0,1,0.666666667,0.037037037,0.037037037,0.579266057,0.304759412,0.026,27,3,2
1122,1,0.054,0.576923077,1,0.459183673,0.035940803,0.014799154,1.051742947,1.10995846,0.352,473,26,10
1123,1,0.348,0.75,0.942857143,0.5,0.009202454,0.012269939,1.328932261,0.920195983,0.18,326,12,6
1124,1,0.182,0.9,1,0.641791045,0.014669927,0.012224939,1.365291088,1.344188509,0.26,409,20,9
1125,1,0.236,0.545454545,0.945945946,0.551724138,0.047120419,0.010471204,1.086841552,1.086542009,0.278,382,22,8
1126,1,0.196,0.578947368,1,0.522727273,0.032338308,0.014925373,1.20355668,1.010444343,0.242,402,19,10
1127,1,0.412,0.705882353,0.941176471,0.633333333,0.013605442,0.010204082,1.219146673,1.151936948,0.204,294,17,8
1128,1,0.282,0.346153846,0.979591837,0.506493506,0.04735376,0.038997214,0.993740585,0.823026306,0.212,359,26,8
1129,1,0.354,0.409090909,1,0.45,0.058823529,0.027863777,1.017603786,0.908896905,0.224,323,22,8
1130,1,0.538,1,0.967741935,0.555555556,0.034632035,0.021645022,0.801640079,0.700343175,0.146,231,8,6
1132,1,0.334,0.523809524,0.934782609,0.507462687,0.045045045,0.006006006,1.155587026,0.98264162,0.196,333,21,8
1133,1,0.074,0.483870968,0.936507937,0.534482759,0.033519553,0.009310987,1.214903955,1.270716087,0.378,537,31,12
1134,1,0.58,0.636363636,1,0.513513514,0.095238095,0.028571429,0.978711726,0.887475469,0.14,210,11,6
1135,1,0.282,0.527777778,1,0.524193548,0.023400936,0.015600624,1.382722427,1.320127498,0.426,641,36,11
1136,1,0.368,0.368421053,1,0.533333333,0.015822785,0.009493671,1.270045914,1.05325567,0.19,316,19,8
1137,1,0.258,0.259259259,0.97826087,0.575,0.032345013,0.035040431,1.290235039,1.000899039,0.26,371,27,8
1138,1,0.46,0.28,0.962962963,0.462962963,0.07037037,0.033333333,0.936557325,0.839468089,0.208,270,25,8
1139,1,0.082,0.666666667,0.921568627,0.511111111,0.030501089,0.017429194,1.053466241,1.041407354,0.368,459,12,10
1140,1,0.322,0.454545455,1,0.476923077,0.008849558,0.008849558,1.06646285,0.959788986,0.224,339,22,9
1141,1,0.518,0.666666667,1,0.641509434,0.066390041,0.012448133,0.892001983,0.908256939,0.16,241,12,6
1142,1,0.244,0.423076923,0.979166667,0.576470588,0.013227513,0.029100529,1.326733158,1.154803486,0.242,378,26,8
1143,1,0.226,0.285714286,1,0.461538462,0.015503876,0.018087855,1.177521312,1.081503036,0.23,387,28,8
